#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ANKS4B	CUL3	9606.ENSP00000308772	9606.ENSP00000264414	0	0	0	0	0	0.158	0	0	0.157
AP2B1	RAC2	9606.ENSP00000482835	9606.ENSP00000249071	0	0	0	0	0	0.175	0	0	0.175
AP2B1	ARL14	9606.ENSP00000482835	9606.ENSP00000323847	0	0	0	0	0	0.175	0	0	0.175
AQP2	GNAT3	9606.ENSP00000199280	9606.ENSP00000381339	0	0	0	0	0	0.156	0	0	0.155
AQP2	GNAI1	9606.ENSP00000199280	9606.ENSP00000343027	0	0	0	0	0	0.156	0	0	0.155
ARL14	PDE6D	9606.ENSP00000323847	9606.ENSP00000287600	0	0	0	0	0	0.217	0	0	0.217
ARL14	DNMBP	9606.ENSP00000323847	9606.ENSP00000315659	0	0	0	0	0	0.167	0	0	0.167
ARL14	SUMO4	9606.ENSP00000323847	9606.ENSP00000318635	0	0	0	0	0	0.170	0	0	0.169
ARL14	GNAT3	9606.ENSP00000323847	9606.ENSP00000381339	0	0	0	0	0	0.167	0	0	0.167
ARL14	GNAI1	9606.ENSP00000323847	9606.ENSP00000343027	0	0	0	0	0	0.167	0	0	0.167
AURKC	CBX5	9606.ENSP00000302898	9606.ENSP00000209875	0	0	0	0	0	0.213	0	0	0.213
AURKC	NSFL1C	9606.ENSP00000302898	9606.ENSP00000418529	0	0	0	0	0	0.248	0	0	0.247
BAZ1B	E2F3	9606.ENSP00000342434	9606.ENSP00000262904	0	0	0	0	0	0.168	0	0	0.167
BAZ1B	SRBD1	9606.ENSP00000342434	9606.ENSP00000263736	0	0	0	0	0	0.233	0	0	0.232
BAZ1B	CUL3	9606.ENSP00000342434	9606.ENSP00000264414	0	0	0	0	0	0.182	0	0	0.181
BAZ1B	SUMO4	9606.ENSP00000342434	9606.ENSP00000318635	0	0	0	0	0	0.169	0	0	0.169
BAZ1B	TAF7L	9606.ENSP00000342434	9606.ENSP00000361998	0	0	0	0	0	0.213	0	0	0.213
BAZ1B	SMC1B	9606.ENSP00000342434	9606.ENSP00000350036	0	0	0	0	0	0.253	0	0	0.252
CASP1	CUL3	9606.ENSP00000433138	9606.ENSP00000264414	0	0	0	0	0	0.270	0	0	0.270
CASP1	DICER1	9606.ENSP00000433138	9606.ENSP00000437256	0	0	0	0	0	0.213	0	0	0.213
CBX5	SMC1B	9606.ENSP00000209875	9606.ENSP00000350036	0	0	0	0	0	0.171	0	0	0.171
CBX5	DICER1	9606.ENSP00000209875	9606.ENSP00000437256	0	0	0	0	0	0.260	0	0	0.260
CCNC	SGK2	9606.ENSP00000428982	9606.ENSP00000340608	0	0	0	0	0	0.152	0	0	0.151
CD2AP	CDHR2	9606.ENSP00000352264	9606.ENSP00000424565	0	0	0	0	0	0.174	0	0	0.173
CD2AP	HOXC11	9606.ENSP00000352264	9606.ENSP00000446680	0	0	0	0	0	0.192	0	0	0.192
CD2AP	DCHS2	9606.ENSP00000352264	9606.ENSP00000485514	0	0	0	0	0	0.174	0	0	0.173
CDHR2	UCK2	9606.ENSP00000424565	9606.ENSP00000356853	0	0	0	0	0	0.172	0	0	0.171
CDHR2	DCHS2	9606.ENSP00000424565	9606.ENSP00000485514	0	0	0	0.579	0	0.154	0	0	0.153
